country,year,song_title,artist,rank
Pakistan,2023,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",14
Pakistan,2023,Daku,"Chani Nattan, Inderpal Moga",15
Pakistan,2023,Excuses,"AP Dhillon, Gurinder Gill, Intense",16
Pakistan,2023,Kesariya,"Pritam, Arijit Singh, Amitabh Bhattacharya",17
Pakistan,2023,Calm Down (with Selena Gomez),"Rema, Selena Gomez",18
Pakistan,2023,Afterhours,"Bir, Dhanju, thiarajxtt",19
Pakistan,2023,Obsessed,"Riar Saab, Abhijay Sharma",20
Pakistan,2023,We Rollin,Shubh,21
Pakistan,2023,Siyah,"Abdul Hannan, BAIG",22
Pakistan,2023,TERE TE,"AP Dhillon, Gurinder Gill",23
Pakistan,2023,Tu Aake Dekhle,King,24
Pakistan,2023,Dil Nu,"AP Dhillon, Shinda Kahlon",25
Pakistan,2020,Chalo Koi Gal Nai (feat. DJ Chino),"Nooran Lal, DJ Chino",1
Pakistan,2020,Lokan Do Do Yar Banaye,Nooran Lal,2
Pakistan,2020,Wase Kashmir Sohna,Tahir Nayyer,3
Pakistan,2020,Badmashi,Prem Dhillon,4
Pakistan,2020,Jatt Hunde Aa,Prem Dhillon,5
Pakistan,2020,BootCut,Prem Dhillon,6
Pakistan,2020,Old Skool,"Prem Dhillon, Sidhu Moose Wala",7
Pakistan,2020,"Koi Aaye Na Rabba (From ""Daaka"")","Rochak Kohli, B Praak",8
Pakistan,2020,Filhall,"B Praak, Akshay Kumar, Nupur Sanon",9
Pakistan,2020,"O Saki Saki (From ""Batla House"")","Neha Kakkar, Tulsi Kumar, B Praak",10
Pakistan,2020,"Naah Goriye (From ""Bala"")","B Praak, Harrdy Sandhu, Swasti Mehul, Jaani",11
Pakistan,2020,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar, Parampara Tandon, Tanishk Bagchi",12
Pakistan,2020,Ta Ra Rum Pum,"Vishal-Shekhar, Shaan, Mahalakshmi Iyer, Sneha Suresh, Shravan Suresh, Javed Akhtar",13
Pakistan,2020,Hey Shona,"Vishal-Shekhar, Shaan, Sunidhi Chauhan, Javed Akhtar",14
Pakistan,2020,Nachle Ve,"Vishal-Shekhar, Sonu Nigam, Sowmya Raoh, Javed Akhtar",15
Pakistan,2020,Ab To Forever,"Vishal-Shekhar, KK, Shreya Ghoshal, Vishal Dadlani, Javed Akhtar",16
Pakistan,2020,Saaiyaan,"Vishal-Shekhar, Vishal Dadlani, Javed Akhtar",17
Pakistan,2020,Dil Diyan Gallan,"Vishal-Shekhar, Atif Aslam, Irshad Kamil",18
Pakistan,2020,Mahi,Shafullah Khan Rokhrhi,19
Pakistan,2020,Sonay Di Churi,Shafullah Khan Rokhrhi,20
Pakistan,2020,Jay Main Penda Han Sharab,Shafullah Khan Rokhrhi,21
Pakistan,2020,Dhool Wafadara,Zeeshan Khan Rokhri,22
Pakistan,2020,Mahi Way,"Zeeshan Khan Rokhri, bhhh",23
Pakistan,2020,Sochaan Wich Too,Zeeshan Khan Rokhri,24
Pakistan,2020,Dildara,Zeeshan Khan Rokhri,25
Pakistan,2022,Tu Jhoom,"Abida Parveen, Naseebo Lal",1
Pakistan,2022,Sang-e-Mah - Original Soundtrack,Atif Aslam,2
Pakistan,2022,Ruposh (Original Score),Wajhi Farooki,3
Pakistan,2022,Ik Lamha,Azaan Sami Khan,4
Pakistan,2022,Saathiya - Ishq-e-Laa OST,Azaan Sami Khan,5
Pakistan,2022,Dobara - Original Soundtrack,"Sehar Gul Khan, Shuja Haider",6
Pakistan,2022,Kana Yaari,"Kaifi Khalil, Eva B, Wahab Bugti",7
Pakistan,2022,Sinf E Aahan (Original Score),Asim Azhar,8
Pakistan,2022,Mere Humsafar (Original Score) [Male Version],"Amanat Ali, Zaheer Abbas",9
Pakistan,2022,Humraazi (Original Score),Wajhi Farooki,10
Pakistan,2022,Ibadat ( Ishq-E-Laa),Azaan Sami Khan,11
Pakistan,2022,Neray Neray Vas,"Soch the Band, Butt Brothers",12
Pakistan,2022,Badshah Begum - Original Soundtrack,Ali Pervez Mehdi,13
Pakistan,2022,Pasoori,"Shae Gill, Ali Sethi",14
Pakistan,2022,Sohna Tu - Why Not Meri Jaan x Dance,"Taha Malik, Aima Baig, Javed Bashir, HYDR, Rozeo",15
Pakistan,2022,Haq Allah,"Ali Azmat, Shani Arshad",16
Pakistan,2022,Pyar Nai Fir Kerna,"Kinza Hashmi, Shuja Haider",17
Pakistan,2022,Kabhi Mai Kabhi Tum,Asim Azhar,18
Pakistan,2022,Tere Naal - Aye Musht-E-Khaak (Original Score),"Asim Azhar, Nish Asher",19
Pakistan,2022,Beparwah,Momina Mustehsan,20
Pakistan,2022,Thagyan,"Zain Zohaib, Quratulain Balouch",21
Pakistan,2022,GO,"Abdullah Siddiqui, Atif Aslam",22
Pakistan,2022,"Khudaya Vey - From ""Dum Mastam""","Bilal Saeed, Momina Mustehsan",24
Pakistan,2022,Aatish,Sajjad Ali,25
Pakistan,2024,Baari Thaani,Hadiqa Kiani,1
Pakistan,2024,Ishq Namaz,"Abida Parveen, Sanam Marvi",2
Pakistan,2024,Dil e Nadan,"Natasha Baig, Atif Ali",3
Pakistan,2024,Ghungroo,"Adnan Dhool, Mani Manjot, Hassrat",4
Pakistan,2024,Chal Chaliye,"Sajjad Ali, Farheen Raza Jaffry",5
Pakistan,2024,Blockbuster,"Faris Shafi, Umair Butt, Gharvi Group",6
Pakistan,2024,2AM,"Star Shah, Zeeshan Ali",7
Pakistan,2024,Hogai Ghalti,"Bilal Saeed, Mehr Tahir",8
Pakistan,2024,Asan Nokar Janab Day,Zeeshan Khan Rokhri,9
Pakistan,2024,Maar Udari - Pardes 2.0,Adnan Dhool,10
Pakistan,2024,Harkalay,"Zahoor, REHMA",11
Pakistan,2024,Aayi Aayi,"Noman Ali Rajper, Babar Mangi, Marvi-Sahiban",12
Pakistan,2024,Balo Batiyan (feat. Atta Ullah Khan Esakhelvi),"Ali Zafar, Atta Ullah Khan Esakhelvi",13
Pakistan,2024,Kya Tu Mere Bina,Asim Azhar,14
Pakistan,2024,Guzara,Zeeshan Haider,15
Pakistan,2024,Kyun,"Ali Mustafa, Sadaat Shafqat Amanat",16
Pakistan,2024,Just Us,Aashir Wajahat,17
Pakistan,2024,"Tera Mera Hai Pyar Amar (From ""Ishq Murshid"")",Ahmed Jahanzeb,18
Pakistan,2024,Bandhe Zulfon Pe,"Zeeshan Ali, Dr. ANK",19
Pakistan,2024,"Tumhari Chup - From ""Gentleman""","Atif Aslam, Naveed Nashad, Khalil Ul Rehman Qamar",20
Pakistan,2024,Kahani Meri,"Kaifi Khalil, Anmol Daniel",21
Pakistan,2024,Unn Ki Taraf Say,Hadiqa Kiani,22
Pakistan,2024,Dao (Original Score),"Sahir Ali Bagga, Laila Khan",23
Pakistan,2024,Udh Di Phiran,"Sunanda Sharma, Bilal Saeed",24
Pakistan,2024,Zindagi,"Atif Aslam, Leo Twins",25
Nigeria,2012,Aboki,Ice Prince,1
Nigeria,2012,Alingo,P-Square,2
Nigeria,2012,All Of You,Davido,3
Nigeria,2012,Ara (Wonders),Brymo,4
Nigeria,2012,Azonto,Wizkid,5
Nigeria,2012,Baby Oku,Flavour,6
Nigeria,2012,Baddest Boy,EME,7
Nigeria,2012,Beat of Life (Samba),Sarz,8
Nigeria,2012,Beautiful Onyinye (Remix),P-Square,9
Nigeria,2012,Bottom Belle,Omawumi,10
Nigeria,2012,Chairman,M.I. ,11
Nigeria,2012,Chop My Money (Remix),P-Square,12
Nigeria,2012,Dami Duro,Davido,13
Nigeria,2012,Egwu,Master Kraft,14
Nigeria,2012,Ekoloma Demba,Timaya,15
Nigeria,2012,First of All,Olamide,16
Nigeria,2012,Gaga Crazy,Chuddy K,17
Nigeria,2012,Gimme Dat,Ice Prince,18
Nigeria,2012,Girl,Bracket,19
Nigeria,2012,Gobe,Davido,20
Nigeria,2012,Goody Bag,D'Prince,21
Nigeria,2012,Ihe Neme,2Baba,22
Nigeria,2012,Ile Ijo,May D,23
Nigeria,2012,Jaiye Jaiye,Wizkid,24
Nigeria,2012,Kedike,Chidinma,25
Nigeria,2013,Aboki,Ice Prince,1
Nigeria,2013,Alingo,P-Square,2
Nigeria,2013,All Of You,Davido,3
Nigeria,2013,Ara (Wonders),Brymo,4
Nigeria,2013,Azonto,Wizkid,5
Nigeria,2013,Baby Oku,Flavour,6
Nigeria,2013,Baddest Boy,EME,7
Nigeria,2013,Beat of Life (Samba),Sarz,8
Nigeria,2013,Beautiful Onyinye (Remix),P-Square,9
Nigeria,2013,Bottom Belle,Omawumi,10
Nigeria,2013,Chairman,M.I. ,11
Nigeria,2013,Chop My Money (Remix),P-Square,12
Nigeria,2013,Dami Duro,Davido,13
Nigeria,2013,Egwu,Master Kraft,14
Nigeria,2013,Ekoloma Demba,Timaya,15
Nigeria,2013,First of All,Olamide,16
Nigeria,2013,Gaga Crazy,Chuddy K,17
Nigeria,2013,Gimme Dat,Ice Prince,18
Nigeria,2013,Girl,Bracket,19
Nigeria,2013,Gobe,Davido,20
Nigeria,2013,Goody Bag,D'Prince,21
Nigeria,2013,Ihe Neme,2Baba,22
Nigeria,2013,Ile Ijo,May D,23
Nigeria,2013,Jaiye Jaiye,Wizkid,24
Nigeria,2013,Kedike,Chidinma,25
Nigeria,2010,Holla At Your Boy,Wizkid,1
Nigeria,2010,Mr Endowed,D'banj,2
Nigeria,2010,Oleku (feat. Brymo),"Ice Prince, Brymo",3
Nigeria,2010,Implication,2Baba,4
Nigeria,2010,Pakurumo,Wizkid,5
Nigeria,2010,Dami Duro,Davido,6
Nigeria,2010,Ara,Brymo,7
Nigeria,2010,Molowo Noni,"Samklef, Wizkid, Ice Prince, D'Prince",8
Nigeria,2010,Action Film (feat. Brymo),"M.I. Abaga, Brymo",9
Nigeria,2010,"Love Me, Love Me, Love Me",Tiwa Savage,10
Nigeria,2010,Chop My Money - Remix,"P-Square, Akon, May D",11
Nigeria,2010,Ihe Neme,2Baba,12
Nigeria,2010,Oliver Twist,D'banj,13
Nigeria,2010,Like to Party,Burna Boy,14
Nigeria,2010,Ile Ijo,May D,15
Nigeria,2010,Gaga Crazy,Chuddy K,16
Nigeria,2010,Azonto,STARBOY,17
Nigeria,2010,First of All,Olamide,18
Nigeria,2010,Dance for Me,Wizkid,19
Nigeria,2010,Aboki,Ice Prince,20
Nigeria,2010,Alingo,P-Square,21
Nigeria,2010,Jaiye Jaiye,"Wizkid, Femi Kuti",22
Nigeria,2010,Limpopo,KCee,23
Nigeria,2010,Caro,"Wizkid, L.A.X",24
Nigeria,2010,Pullover (feat. Wiz Kid),"KCee, Wizkid",25
Nigeria,2014,Alingo,P-Square,1
Nigeria,2014,Oliver Twist,D'banj,2
Nigeria,2014,Holla at Your Boy,Wizkid,3
Nigeria,2014,Dami Duro,Davido,4
Nigeria,2014,Durosoke,Olamide,5
Nigeria,2014,Gallardo,"Runtown, Davido",6
Nigeria,2014,Ojuelegba,Wizkid,7
Nigeria,2014,Collabo,"P-Square, Don Jazzy",8
Nigeria,2014,Ihe Ne Me,2Baba,9
Nigeria,2014,The Kick (feat. Don Jazzy),"Wande Coal, Don Jazzy",10
Nigeria,2014,Tony Montana - Remix,"Naeto C, D'Banj",11
Nigeria,2014,Olufunmi,Styl-Plus,12
Nigeria,2014,Caro,"Wizkid, L.A.X",13
Nigeria,2014,Oleku (feat. Brymo),"Ice Prince, Brymo",14
Nigeria,2014,Chop My Money - Remix,"P-Square, Akon, May D",15
Nigeria,2014,Sexy Mama (feat. Wizkid),"Iyanya, Wizkid",16
Nigeria,2014,Won da Mo (feat. D'banj),"Burna Boy, D'banj",17
Nigeria,2014,Do Me - Deluxe,P-Square,18
Nigeria,2014,Pakurumo,Wizkid,19
Nigeria,2014,Fine Lady,Lynxxx,20
Nigeria,2014,Mr Endowed - Remix,"D'banj, Snoop Dogg",21
Nigeria,2014,Show You the Money - Remix,"Wizkid, Tyga, Shizzi",22
Nigeria,2014,Gongo Aso,9ice,23
Nigeria,2014,Girl (feat. Wizkid),"Bracket, Wizkid",24
Nigeria,2014,First of All,Olamide,25
Nigeria,2011,Love The Way You Lie (Part II) - Pt. 2,"Rihanna, Eminem",1
Nigeria,2011,Just A Dream,Nelly,2
Nigeria,2011,The Lazy Song,Bruno Mars,3
Nigeria,2011,Eenie Meenie - Radio Version,"Sean Kingston, Justin Bieber",4
Nigeria,2011,Diamonds,Rihanna,5
Nigeria,2011,On The Floor - Radio Edit,"Jennifer Lopez, Pitbull",6
Nigeria,2011,Uptown Funk (Originally Performed by Mark Ronson Ft. Bruno Mars) - Instrumental Version,Hit The Button Karaoke,7
Nigeria,2011,Not Afraid,Eminem,8
Nigeria,2011,Pandemic,Culxure,9
Nigeria,2011,"Black and Yellow (feat. Juicy J, Snoop Dogg & T-Pain) - G-Mix [G-Mix]","Wiz Khalifa, Juicy J, Snoop Dogg, T-Pain",10
Nigeria,2011,Thrift Shop - Live From Spotify NYC feat. Wanz,"Macklemore & Ryan Lewis, Wanz",11
Nigeria,2011,Billionaire,"Travie McCoy, Bruno Mars",12
Nigeria,2011,All About That Bass,Meghan Trainor,13
Nigeria,2011,Happy - Live,Pharrell Williams,14
Nigeria,2011,Super Bass,Nicki Minaj,15
Nigeria,2011,Loyal (feat. Lil Wayne & Tyga),"Chris Brown, Lil Wayne, Tyga",16
Nigeria,2011,Stand On Business,Louie V Gutta,17
Nigeria,2011,Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",18
Nigeria,2011,Whistle,Flo Rida,19
Nigeria,2011,It Will Rain,Bruno Mars,20
Nigeria,2011,Rolling in the Deep,Adele,21
Nigeria,2011,Up Out My Face,Mariah Carey,22
Nigeria,2011,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",23
Nigeria,2011,The Time (Dirty Bit),Black Eyed Peas,24
Nigeria,2011,CODE Freestyle,JuS CODE,25
Nigeria,2016,Final (Baba Nla),Wizkid,1
Nigeria,2016,Adonai (Remix) [feat. Castro],"Sarkodie, Castro",2
Nigeria,2016,Duro,Tekno,3
Nigeria,2016,Dance,Tekno Miles,4
Nigeria,2016,Shoki (feat. B Red),"Tekno, B-RED",5
Nigeria,2016,Raba,"DJ Shabsy, Kizz Daniel, Sugarboy",6
Nigeria,2016,Ojuelegba,Wizkid,7
Nigeria,2016,Panya (feat. Tekno),"Bracket, Tekno",8
Nigeria,2016,Collabo,"P-Square, Don Jazzy",9
Nigeria,2016,Nowo E Soke,"CDQ, Wizkid",10
Nigeria,2016,No Kissing Baby,"Patoranking, Sarkodie",11
Nigeria,2016,Mama,Kizz Daniel,12
Nigeria,2016,Wait (feat. Tiwa Savage & Patoranking),"Solidstar, Patoranking, Tiwa Savage",13
Nigeria,2016,Pana,Tekno,14
Nigeria,2016,Pino Pino,Phyno,15
Nigeria,2016,Mad over You,Runtown,16
Nigeria,2016,Bank Alert,P-Square,17
Nigeria,2016,Feeling The Nigga,D'banj,18
Nigeria,2016,Baby Oku (Gyration),Flavour,19
Nigeria,2016,Daddy Yo,Wizkid,20
Nigeria,2016,Fall in love,"D'banj, Don Jazzy",21
Nigeria,2016,Pass Me Ur Love (feat. Terry G),"Ay, Terry G",22
Nigeria,2016,Nobody Ugly,P-Square,23
Nigeria,2016,If,Davido,24
Nigeria,2016,Fall,Davido,25
Nigeria,2015,Fall,Davido,1
Nigeria,2015,Come Closer (feat. Drake),"Wizkid, Drake",2
Nigeria,2015,Mad Over You,Runtown,3
Nigeria,2015,Pana,Tekno,4
Nigeria,2015,Skintight,"Mr Eazi, Juls",5
Nigeria,2015,Kontrol,Maleek Berry,6
Nigeria,2015,If,Davido,7
Nigeria,2015,Juice (feat. Maleek Berry),"Ycee, Maleek Berry",8
Nigeria,2015,Soldier,"Falz, Simi",9
Nigeria,2015,Leg Over,Mr Eazi,10
Nigeria,2015,Kolewerk (Remix),"Koker, Olamide",11
Nigeria,2015,Duro,Tekno,12
Nigeria,2015,Sofa,Kizz Daniel,13
Nigeria,2015,Pree Me,Burna Boy,14
Nigeria,2015,FIA,Davido,15
Nigeria,2015,Woju (Remix) [feat. Davido & Tiwa Savage],"Kizz Daniel, Davido, Tiwa Savage",16
Nigeria,2015,Been Calling,Maleek Berry,17
Nigeria,2015,Sweet Love,Wizkid,18
Nigeria,2015,Reggae Blues,"HarrySong, KCee, Olamide, Iyanya, Orezi",19
Nigeria,2015,Your Number,Ayo Jay,20
Nigeria,2015,Chemistry,"Falz, Simi",21
Nigeria,2015,Soweto Baby (feat. Wizkid & DJ Buckz),"DJ Maphorisa, Wizkid, DJ Buckz",22
Nigeria,2015,Fada Fada,"Phyno, Olamide",23
Nigeria,2015,Ma Lo,"Tiwa Savage, Wizkid, Spellz",24
Nigeria,2015,Efejoku,"Lil Kesh, Viktoh",25
Nigeria,2017,Fall,Davido,1
Nigeria,2017,Mad Over You,Runtown,2
Nigeria,2017,Come Closer (feat. Drake),"Wizkid, Drake",3
Nigeria,2017,Pana,Tekno,4
Nigeria,2017,Skintight,"Mr Eazi, Juls",5
Nigeria,2017,If,Davido,6
Nigeria,2017,Juice (feat. Maleek Berry),"Ycee, Maleek Berry",7
Nigeria,2017,Soldier,"Falz, Simi",8
Nigeria,2017,Leg Over,Mr Eazi,9
Nigeria,2017,Kolewerk (Remix),"Koker, Olamide",10
Nigeria,2017,Sofa,Kizz Daniel,11
Nigeria,2017,Pree Me,Burna Boy,12
Nigeria,2017,FIA,Davido,13
Nigeria,2017,Woju (Remix) [feat. Davido & Tiwa Savage],"Kizz Daniel, Davido, Tiwa Savage",14
Nigeria,2017,Been Calling,Maleek Berry,15
Nigeria,2017,Sweet Love,Wizkid,16
Nigeria,2017,Reggae Blues,"HarrySong, KCee, Olamide, Iyanya, Orezi",17
Nigeria,2017,Chemistry,"Falz, Simi",18
Nigeria,2017,Soweto Baby (feat. Wizkid & DJ Buckz),"DJ Maphorisa, Wizkid, DJ Buckz",19
Nigeria,2017,Fada Fada,"Phyno, Olamide",20
Nigeria,2017,Ma Lo,"Tiwa Savage, Wizkid, Spellz",21
Nigeria,2017,Raba (feat. Kiss Daniel & Sugarboy),"DJ Shabsy, Kizz Daniel, Sugarboy",22
Nigeria,2017,Godwin,Korede Bello,23
Nigeria,2017,Duro,Tekno,24
Nigeria,2017,Shoki (Remix) - Male Version,"Lil Kesh, Davido, Olamide",25
Nigeria,2019,Dumebi,Rema,1
Nigeria,2019,Jealous (feat. Fire Boy),"YBNL MaFia Family, Fireboy",2
Nigeria,2019,Low,"Larry Gaaga, Wizkid",3
Nigeria,2019,Hate Me,J Poet,4
Nigeria,2019,Dangote,Burna Boy,5
Nigeria,2019,Killin Dem,"Zlatan, Burna Boy",6
Nigeria,2019,All I Want,"Russ, Davido",7
Nigeria,2019,Madu,Kizz Daniel,8
Nigeria,2019,On The Low,Burna Boy,9
Nigeria,2019,Sixteen,"Loverboy Eazy, Dallas Hill",10
Nigeria,2019,Location (feat. Burna Boy),"Dave, Burna Boy",11
Nigeria,2019,Corny,Rema,12
Nigeria,2019,Fvck You,Kizz Daniel,13
Nigeria,2019,Nobody Fine Pass You,T-Classic,14
Nigeria,2019,Démo,"DJ Neptune, Davido",15
Nigeria,2019,Why,Rema,16
Nigeria,2019,Confirm (feat. Davido),"Patoranking, Davido",17
Nigeria,2019,Toast,Koffee,18
Nigeria,2019,Old Town Road,Lil Nas X,19
Nigeria,2019,Bayi Bayi,"Peruzzi, Zlatan",20
Nigeria,2019,Iron Man,Rema,21
Nigeria,2019,Azaman,"Slimcase, 2Baba, Peruzzi, Larry Gaaga, DJ Neptune",22
Nigeria,2019,Better,Khalid,23
Nigeria,2019,Sensima,"Skiibii, Reekado Banks",24
Nigeria,2019,Gbona,Burna Boy,25
Nigeria,2018,On The Low,Burna Boy,1
Nigeria,2018,Baby,Joeboy,2
Nigeria,2018,Jealous,Fireboy DML,3
Nigeria,2018,Dumebi,Rema,4
Nigeria,2018,Soapy,Naira Marley,5
Nigeria,2018,Manya,"Mut4y, Wizkid",6
Nigeria,2018,Suh Different,Patoranking,7
Nigeria,2018,Blow My Mind,"Davido, Chris Brown",8
Nigeria,2018,Like (feat. Tiwa Savage & Fiokee),"Reekado Banks, Tiwa Savage, Fiokee",9
Nigeria,2018,Energy (Stay Far Away),"Skepta, Wizkid",10
Nigeria,2018,Promise,"Adekunle Gold, Simi",11
Nigeria,2018,Dangote,Burna Boy,12
Nigeria,2018,All Over,Tiwa Savage,13
Nigeria,2018,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)","StarBoy, Wizkid, Ceeza Milli, Spotless, Terri",14
Nigeria,2018,Aza,"DMW, Davido, Duncan Mighty, Fresh VDM, Peruzzi",15
Nigeria,2018,KANA,"Olamide, Wizkid",16
Nigeria,2018,Nowo,"SPINALL, Wizkid",17
Nigeria,2018,Mind,"DMW, Davido, Dremo, Mayorkun, Peruzzi",18
Nigeria,2018,Anybody,Burna Boy,19
Nigeria,2018,Like Dat,Davido,20
Nigeria,2018,Amaka (feat. Peruzzi),"2Baba, Peruzzi",21
Nigeria,2018,Assurance,Davido,22
Nigeria,2018,Askamaya,Teni,23
Nigeria,2018,Before You Wake Up,Adekunle Gold,24
Nigeria,2018,Ye,Burna Boy,25
Nigeria,2021,Monalisa,"Lojay, Sarz",1
Nigeria,2021,Feeling,"LADIPOE, Bnxn",2
Nigeria,2021,Sip (Alcohol),Joeboy,3
Nigeria,2021,High,"Adekunle Gold, Davido",4
Nigeria,2021,Holy Father,"Mayorkun, Victony",5
Nigeria,2021,Bounce,Ruger,6
Nigeria,2021,Peru,"Fireboy DML, Ed Sheeran",7
Nigeria,2021,Cold Outside,"Timaya, Bnxn",8
Nigeria,2021,Essence (feat. Justin Bieber & Tems),"Wizkid, Justin Bieber, Tems",9
Nigeria,2021,Kilofeshe,Zinoleesky,10
Nigeria,2021,Dimension (feat. Skepta & Rema),"JAE5, Skepta, Rema",11
Nigeria,2021,Southy Love,"Peruzzi, Fireboy DML",12
Nigeria,2021,KOLO (feat. Oxlade),"Ice Prince, Oxlade",13
Nigeria,2021,So Lovely,Bnxn,14
Nigeria,2021,love nwantiti (ah ah ah),CKay,15
Nigeria,2021,FOR YOU,"Teni, Davido",16
Nigeria,2021,Rosemary,"Savage, Victony",17
Nigeria,2021,Lonely,Joeboy,18
Nigeria,2021,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",19
Nigeria,2021,Sinner,"Adekunle Gold, Lucky Daye",20
Nigeria,2021,Soundgasm,Rema,21
Nigeria,2021,Big Thug Boys,AV,22
Nigeria,2021,Door,"Joeboy, Kwesi Arthur",23
Nigeria,2021,Rock,Olamide,24
Nigeria,2021,Champion Sound,"Davido, Focalistic",25
Nigeria,2020,Vibration,Fireboy DML,1
Nigeria,2020,Bad Influence,Omah Lay,2
Nigeria,2020,Again,Wande Coal,3
Nigeria,2020,Nobody,"DJ Neptune, Joeboy, Mr Eazi",4
Nigeria,2020,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",5
Nigeria,2020,FEM,Davido,6
Nigeria,2020,Damn,Omah Lay,7
Nigeria,2020,Woman,Rema,8
Nigeria,2020,Beginning,Joeboy,9
Nigeria,2020,Essence (feat. Tems),"Wizkid, Tems",10
Nigeria,2020,Scatter,Fireboy DML,11
Nigeria,2020,You,Omah Lay,12
Nigeria,2020,Duduke,Simi,13
Nigeria,2020,Chek,Kizz Daniel,14
Nigeria,2020,Holy Ground (feat. Nicki Minaj),"Davido, Nicki Minaj",15
Nigeria,2020,Rora,Reekado Banks,16
Nigeria,2020,Infinity (feat. Omah Lay),"Olamide, Omah Lay",17
Nigeria,2020,Way Too Big,Burna Boy,18
Nigeria,2020,MAD,"Sarz, WurlD",19
Nigeria,2020,Lo lo,Omah Lay,20
Nigeria,2020,Betty Butter,"Mayorkun, Davido",21
Nigeria,2020,Like I Do,Fireboy DML,22
Nigeria,2020,1 Milli,Davido,23
Nigeria,2020,AWAY,Oxlade,24
Nigeria,2020,Ginger Me,Rema,25
Nigeria,2022,Ogechi (feat. Davido) [Remix],"BoyPee, Hyce, Brown Joel, Davido",1
Nigeria,2022,Egwu,"Chike, Mohbad",2
Nigeria,2022,Do I - Remix,"Phyno, Burna Boy",3
Nigeria,2022,Big Baller,Flavour,4
Nigeria,2022,Big Fish,KCee,5
Nigeria,2022,One Two Step,"DJ Boat, Dr. Chaii, Kansah",6
Nigeria,2022,Gen Z Baddie Remix,"OmoAkin, Skales",7
Nigeria,2022,Shagara,"Iyanya, Tekno",8
Nigeria,2022,Why?,"Richie Benson, Kylez",9
Nigeria,2022,Shako,"DJames, 1da Banton",10
Nigeria,2022,Euphoria,"Savara, Myx Quest, Mr Drew",11
Nigeria,2022,Mahogany,Lisa Yaro,12
Nigeria,2022,Party,Tripcy,13
Nigeria,2022,Rodo,Adekunle Gold,14
Nigeria,2022,Vida Mia,"Eli Jae, Ric Hassani",15
Nigeria,2022,Bend Your Knees (Igbo),DarkoVibes,16
Nigeria,2022,CONTROL YOU,"Shim in the Cut, 2Rackz",17
Nigeria,2022,Discuss,Youngbodzy,18
Nigeria,2022,Just a Little Bit,"DJ Boat, Dr. Chaii",19
Nigeria,2022,Shutdown,"Spyro, Phyno",20
Nigeria,2022,Her Excellency (Nwunye Odogwu),Flavour,21
Nigeria,2022,MAJO,Pheelz,22
Nigeria,2022,Want It so Bad (Amapiano Remix),"Geoffro, Dr. Chaii",23
Nigeria,2022,Yoga,"Dj Voyst, Joeboy, Ayanfe",24
Nigeria,2022,Hold Ya,Alpha P,25
Nigeria,2023,Stand Strong (feat. Sunday Service Choir),"Davido, Sunday Service Choir",1
Nigeria,2023,Goodness of God - Live,CeCe Winans,2
Nigeria,2023,THIS YEAR (Blessings),"Victor Thompson, Ehis 'D' Greatest",3
Nigeria,2023,It All Comes Down To Love,Bebe Winans,4
Nigeria,2023,B'Ola - Honour,Sunmisola Agbebi,5
Nigeria,2023,Miracle No Dey Tire Jesus,"Moses Bliss, Festizie, Chizie",6
Nigeria,2023,Made A Way,Travis Greene,7
Nigeria,2023,God Is Good,Jonathan McReynolds,8
Nigeria,2023,I Will Pray,Ebuka Songs,9
Nigeria,2023,Nara,"Tim Godfrey, Travis Greene",10
Nigeria,2023,Olorun Agbaye - You Are Mighty,"Nathaniel Bassey, Chandler Moore, Oba",11
Nigeria,2023,Kumama Papa,"Grace Lokwa, Moses Bliss, Prinx Emmanuel",12
Nigeria,2023,You are Yahweh,Steve Crown,13
Nigeria,2023,Tobechukwu - Live,"Nathaniel Bassey, MERCY CHINWO BLESSED",14
Nigeria,2023,Too Faithful,Moses Bliss,15
Nigeria,2023,Spirit Chant,Victoria Orenze,16
Nigeria,2023,Joy in Chaos,Holy drill,17
Nigeria,2023,Koseunti,Sunmisola Agbebi,18
Nigeria,2023,Dependable God (Medley),Victor Thompson,19
Nigeria,2023,Adonai,Nathaniel Bassey,20
Nigeria,2023,"My Daddy, My Daddy - Live at AiiiH - As It Is In Heaven","Sunmisola Agbebi, Lawrence Oyor",21
Nigeria,2023,Capable God,Judikay,22
Nigeria,2023,God Turned It Around,"Tim Godfrey, Nathaniel Bassey, Tim Bowman Jr., Tim Bowman",23
Nigeria,2023,I Get Backing,Victoria Orenze,24
Nigeria,2023,See What the Lord Has Done,Nathaniel Bassey,25
Nigeria,2024,Sing Praise(Everlasting Medley),Evans Ighodalo,1
Nigeria,2024,You Are Great,"Moses Bliss, Festizie, Chizie, Neeja, S.O.N Music, Ajay Asika",2
Nigeria,2024,Hollow,Mercy Chinwo,3
Nigeria,2024,All My Days,"Evans Ighodalo, Tomi Favored",4
Nigeria,2024,Omemma - Live,Chandler Moore,5
